name,author,narrator,time,releasedate,language,stars,price
A to Z Mysteries: The Zombie Zone,Writtenby:RonRoy,Narratedby:DavidPittu,1 hr and 1 min,08-03-11,English,4 out of 5 stars1 rating,402.00
Afternoon on the Amazon,Writtenby:MaryPopeOsborne,Narratedby:MaryPopeOsborne,38 mins,13-12-06,English,Not rated yet,301.00
Troll Mountain,Writtenby:MatthewReilly,Narratedby:SeanMangan,4 hrs and 23 mins,02-06-14,English,Not rated yet,930.00
The Jungle Book,Writtenby:RudyardKipling,Narratedby:GildartJackson,5 hrs and 59 mins,22-03-16,English,Not rated yet,668.00
The Magic Misfits: The Fourth Suit,Writtenby:NeilPatrickHarris,"Narratedby:NeilPatrickHarris,AliStroker",5 hrs and 45 mins,15-09-20,English,Not rated yet,797.00
Princess Ellie's Holiday Adventure,Writtenby:DianaKimpton,Narratedby:PenelopeRawlins,1 hr and 5 mins,07-01-16,English,Not rated yet,201.00
Wizard for Hire,Writtenby:ObertSkye,Narratedby:KirbyHeyborne,9 hrs and 32 mins,06-03-18,English,4.5 out of 5 stars2 ratings,820.00
Hour of the Olympics,Writtenby:MaryPopeOsborne,Narratedby:MaryPopeOsborne,36 mins,14-02-07,English,Not rated yet,301.00
Princess Ellie to the Rescue,Writtenby:DianaKimpton,Narratedby:PenelopeRawlins,1 hr and 2 mins,02-10-14,English,Not rated yet,197.00
Father Christmas's Fake Beard,Writtenby:TerryPratchett,Narratedby:JulianRhind-Tutt,1 hr and 33 mins,05-10-17,English,Not rated yet,410.00
One Stormy Day,Writtenby:PaulHutchens,Narratedby:AimeeLilly,2 hrs and 33 mins,22-01-19,English,Not rated yet,234.00
The Jungle Book,Writtenby:RudyardKipling,Narratedby:RhashanStone,5 hrs,31-05-18,English,3 out of 5 stars1 rating,615.00
LEGO Ninjago: Brick Adventures #1: Brother/Sister Squad,Writtenby:MeredithRusu,"Narratedby:CassandraMorris,LucienDodge",31 mins,22-05-18,English,5 out of 5 stars1 rating,164.00
"Infinity Ring, Book 3: The Trap Door",Writtenby:LisaMcMann,Narratedby:DionGraham,4 hrs and 22 mins,05-02-13,English,Not rated yet,586.00
The Emperor of Nihon-Ja,Writtenby:JohnFlanagan,Narratedby:WilliamZappa,13 hrs and 26 mins,27-07-12,English,5 out of 5 stars1 rating,702.00
The Comic Book Mystery,Writtenby:GertrudeChandlerWarner,Narratedby:TimGregory,1 hr and 43 mins,30-12-12,English,Not rated yet,305.00
Nick and Tesla's High-Voltage Danger Lab,"Writtenby:ScienceBobPflugfelder,SteveHockensmith",Narratedby:MacLeodAndrews,3 hrs and 56 mins,05-11-13,English,Not rated yet,469.00
The Penderwicks on Gardam Street,Writtenby:JeanneBirdsall,Narratedby:SusanDenaker,7 hrs and 41 mins,05-09-08,English,Not rated yet,854.00
The Midnight Mystery,Writtenby:GertrudeChandlerWarner,Narratedby:TimGregory,2 hrs and 17 mins,30-12-12,English,Not rated yet,305.00
The Missing Prince,Writtenby:JohnFlanagan,Narratedby:JohnKeating,8 hrs and 39 mins,03-11-20,English,4 out of 5 stars2 ratings,797.00
The Sound of Danger,Writtenby:MacBarnett,Narratedby:MacBarnett,1 hr and 46 mins,16-11-20,English,Not rated yet,"1,172.00"
Mac Undercover,Writtenby:MacBarnett,Narratedby:MacBarnett,1 hr and 19 mins,13-10-20,English,Not rated yet,"1,172.00"
Adventures from the Land of Stories Boxed Set,Writtenby:ChrisColfer,Narratedby:ChrisColfer,2 hrs and 50 mins,24-11-15,English,Not rated yet,500.00
El Ickabog (Spanish Edition),Writtenby:J.K.Rowling,Narratedby:YalitzaAparicio,8 hrs and 46 mins,10-11-20,spanish,Not rated yet,799.00
The Star of Kazan,Writtenby:EvaIbbotson,Narratedby:RuthJones,6 hrs and 25 mins,29-04-08,English,5 out of 5 stars1 rating,323.00
The Sea Turtle Mystery,Writtenby:GertrudeChandlerWarner,Narratedby:AimeeLilly,1 hr and 33 mins,16-07-19,English,Not rated yet,305.00
Black Beauty,"Writtenby:AnnaSewell,LisaChurch-adaptation",Narratedby:RebeccaK.Reynolds,2 hrs and 19 mins,07-08-19,English,Not rated yet,305.00
Shoe Wars,Writtenby:LizPichon,Narratedby:JoannaScanlon,5 hrs and 3 mins,27-04-21,English,5 out of 5 stars1 rating,"1,063.00"
"Fablehaven, Book 2",Writtenby:BrandonMull,Narratedby:E.B.Stevens,11 hrs and 52 mins,24-05-13,English,5 out of 5 stars1 rating,468.00
Good Dog,Writtenby:DanGemeinhart,Narratedby:LincolnHoppe,8 hrs and 27 mins,27-03-18,English,Not rated yet,586.00
Winter Turning,Writtenby:TuiT.Sutherland,Narratedby:ShannonMcManus,7 hrs and 30 mins,01-01-17,English,4.5 out of 5 stars10 ratings,586.00
"The 39 Clues, Book 7",Writtenby:PeterLerangis,Narratedby:DavidPittu,4 hrs and 56 mins,02-02-10,English,5 out of 5 stars7 ratings,468.00
Trust No One,Writtenby:LindaSuePark,Narratedby:DavidPittu,4 hrs and 41 mins,04-12-12,English,5 out of 5 stars1 rating,586.00
The Quest for the Artifacts,Writtenby:ElHolly,Narratedby:RebeccaRogers,6 hrs and 33 mins,08-01-21,English,Not rated yet,234.00
The 117-Storey Treehouse,"Writtenby:AndyGriffiths,TerryDenton",Narratedby:StigWemyss,1 hr and 37 mins,22-08-19,English,Not rated yet,323.00
The Mighty Odds,Writtenby:AmyIgnatow,Narratedby:NateBegle,3 hrs and 45 mins,19-02-19,English,Not rated yet,234.00
Hansel and Gretel,Writtenby:BrothersGrimm,Narratedby:KatieHaigh,17 mins,17-12-15,English,4 out of 5 stars1 rating,187.00
The 39 Clues: Flashpoint,Writtenby:GordonKorman,Narratedby:DavidPittu,5 hrs and 35 mins,01-09-14,English,4.5 out of 5 stars2 ratings,410.00
Earthquake,Writtenby:RuskinBond,Narratedby:RuskinBond,42 mins,04-12-19,English,5 out of 5 stars2 ratings,200.00
Stolen Identity,Writtenby:FranklinW.Dixon,Narratedby:TimGregory,2 hrs and 47 mins,20-02-18,English,5 out of 5 stars6 ratings,305.00
Dr. Fell and the Playground of Doom,Writtenby:DavidNeilsen,Narratedby:DavidNeilsen,5 hrs and 23 mins,09-08-16,English,Not rated yet,904.00
The 39 Clues,Writtenby:C.AlexanderLondon,Narratedby:DavidPittu,4 hrs and 49 mins,01-08-15,English,5 out of 5 stars2 ratings,434.00
Rostig!,Writtenby:CharlotteHabersack,Narratedby:WanjaMues,2 hrs and 37 mins,02-08-21,german,Not rated yet,233.00
Il principe e il leone,Writtenby:LucaCasetta,Narratedby:ElenaMancuso,3 hrs and 31 mins,26-07-21,italian,Not rated yet,267.00
Child I,Writtenby:SteveTasane,Narratedby:SyedHaleemNajibi,2 hrs and 42 mins,28-07-21,English,Not rated yet,227.00
Die neue Zeit,Writtenby:KatherineApplegate,Narratedby:VeraTeltz,6 hrs and 59 mins,28-07-21,german,Not rated yet,468.00
The Tzar’s Curious Runaways,Writtenby:RobinScott-Elliot,Narratedby:SashaAlexis,6 hrs and 15 mins,28-07-21,English,Not rated yet,569.00
The Dead World of Lanthorne Ghules,Writtenby:GeraldKillingworth,Narratedby:NathanielPriestley,6 hrs,28-07-21,English,Not rated yet,569.00
PIN-0-TXO vol tenir superforça,Writtenby:ÁlvaroColomer,Narratedby:RogerSerradell,13 mins,02-08-21,catalan,Not rated yet,38.00
Zack Galaxy: persecución total,Writtenby:JordiSierraiFabra,Narratedby:ÁlvaroEsteve,2 hrs and 56 mins,01-08-21,spanish,Not rated yet,192.00
Zack Galaxy: una aventura intergaláctica,Writtenby:JordiSierraiFabra,Narratedby:ÁlvaroEsteve,2 hrs and 52 mins,01-08-21,spanish,Not rated yet,192.00
Relatos fantásticos,Writtenby:JordiSierraiFabra,Narratedby:RamónRomero,2 hrs and 13 mins,26-07-21,spanish,Not rated yet,192.00
El niño que siempre decía sí,Writtenby:AndreuMartín,Narratedby:CristinaFargas,1 hr and 7 mins,26-07-21,spanish,Not rated yet,115.00
¡Menuda cabeza!,Writtenby:RicardRuizGarzón,Narratedby:PalomaInsa,12 mins,26-07-21,spanish,Not rated yet,38.00
Quin cap!,Writtenby:RicardRuizGarzón,Narratedby:MartaBayarri,15 mins,26-07-21,catalan,Not rated yet,38.00
El Bloque,Writtenby:BenOliver,Narratedby:AlanBochm,9 hrs and 15 mins,29-07-21,spanish,Not rated yet,691.00
Eine Freundschaft aus Wind und Magie,Writtenby:EvaHierteis,Narratedby:VanidaKarun,3 hrs and 43 mins,29-07-21,german,Not rated yet,300.00
Alarm in der Delfin-Lagune,Writtenby:UlfBlanck,Narratedby:OliverRohrbeck,1 hr and 45 mins,23-07-21,german,Not rated yet,233.00
Tschakka! - Huhn voraus,Writtenby:MaraAndeck,Narratedby:MonikaOschek,2 hrs and 11 mins,28-07-21,german,Not rated yet,334.00
George's Cosmic Treasure Hunt,"Writtenby:LucyHawking,StephenHawking","Narratedby:JamesGoode,LucyHawking",6 hrs and 8 mins,28-03-09,English,5 out of 5 stars1 rating,615.00
Magisterium: The Copper Gauntlet,"Writtenby:CassandraClare,HollyBlack",Narratedby:PaulBoehmer,8 hrs and 21 mins,20-10-16,English,5 out of 5 stars4 ratings,683.00
The Penderwicks at Point Mouette,Writtenby:JeanneBirdsall,Narratedby:SusanDenaker,7 hrs and 32 mins,10-05-11,English,Not rated yet,854.00
Stormspeaker,Writtenby:ChristinaDiazGonzalez,Narratedby:NicolaBarber,4 hrs and 56 mins,30-01-18,English,5 out of 5 stars1 rating,445.00
Evie and the Animals,Writtenby:MattHaig,Narratedby:NataschaMcElhone,4 hrs and 10 mins,06-06-19,English,Not rated yet,569.00
Black Beauty,Writtenby:AnnaSewell,Narratedby:RalphCosham,5 hrs and 21 mins,22-12-11,English,4 out of 5 stars1 rating,668.00
The Count of Monte Cristo,Writtenby:AlexandreDumas,Narratedby:BillHomewood,2 hrs and 38 mins,26-10-00,English,5 out of 5 stars1 rating,333.00
The Boy Who Dreamed of Dragons,Writtenby:AndyShepherd,Narratedby:EwanGoddard,4 hrs and 4 mins,11-06-20,English,5 out of 5 stars1 rating,569.00
The Guggenheim Mystery,"Writtenby:RobinStevens,SiobhanDowd",Narratedby:JasonForbes,5 hrs and 40 mins,09-08-18,English,Not rated yet,615.00
George and the Blue Moon,"Writtenby:LucyHawking,StephenHawking","Narratedby:RoyMcMillan,SophieAldred",7 hrs and 7 mins,02-03-17,English,4.5 out of 5 stars2 ratings,683.00
Escaping Peril,Writtenby:TuiT.Sutherland,Narratedby:ShannonMcManus,7 hrs and 2 mins,04-02-16,English,5 out of 5 stars6 ratings,575.00
The Case of the Deadly Ha-Ha Game,Writtenby:JohnR.Erickson,Narratedby:JohnR.Erickson,2 hrs and 40 mins,17-07-08,English,Not rated yet,469.00
Rise and Fall,Writtenby:EliotSchrefer,Narratedby:NicolaBarber,5 hrs and 10 mins,01-01-15,English,4 out of 5 stars1 rating,492.00
The Great Paper Caper,Writtenby:OliverJeffers,Narratedby:HarryEnfield,7 mins,27-03-14,English,Not rated yet,76.00
"Broken: The Vampires, the Magic Stones, and the Cursed Child",Writtenby:HumphreyQuinn,Narratedby:PaulWoodson,5 hrs and 23 mins,15-08-17,English,Not rated yet,"1,008.00"
Caterflies and Ice,Writtenby:AsiaCitro,Narratedby:JaninaEdwards,59 mins,16-03-21,English,Not rated yet,468.00
George and the Unbreakable Code,"Writtenby:LucyHawking,StephenHawking","Narratedby:RoyMcMillan,SophieAldred",6 hrs and 54 mins,28-07-16,English,5 out of 5 stars2 ratings,683.00
George and the Ship of Time,Writtenby:LucyHawking,"Narratedby:RoyMcMillan,SophieAldred",7 hrs and 41 mins,03-05-18,English,5 out of 5 stars2 ratings,683.00
Shadows at Predator Reef,Writtenby:FranklinW.Dixon,Narratedby:TimGregory,2 hrs and 53 mins,23-05-16,English,5 out of 5 stars8 ratings,305.00
Charlie Cook's Favourite Book,"Writtenby:JuliaDonaldson,AxelScheffler","Narratedby:ImeldaStaunton,StevenPacey",17 mins,23-10-08,English,5 out of 5 stars2 ratings,323.00
"Klawde: Evil Alien Warlord Cat, Book 1","Writtenby:JohnnyMarciano,EmilyChenoweth","Narratedby:OliverWyman,VikasAdam",3 hrs and 6 mins,26-02-19,English,Not rated yet,703.00
Ringo & the Yogi,Writtenby:PrasunRoy,Narratedby:SiddhantaPinto,5 hrs and 18 mins,19-11-19,English,4 out of 5 stars4 ratings,Free
The Miraculous Journey of Edward Tulane,Writtenby:KateDiCamillo,Narratedby:JudithIvey,1 hr and 55 mins,01-01-06,English,4.5 out of 5 stars2 ratings,501.00
Roar of the Thunder Dragon,Writtenby:TraceyWest,Narratedby:EmilyEllet,48 mins,07-07-20,English,Not rated yet,164.00
The Mercy Watson Collection,Writtenby:KateDiCamillo,Narratedby:RonMcLarty,40 mins,01-01-06,English,5 out of 5 stars2 ratings,502.00
Narwhal on a Sunny Night,Writtenby:MaryPopeOsborne,Narratedby:MaryPopeOsborne,59 mins,07-01-20,English,Not rated yet,402.00
The Jungle Book (BBC Children's Classics),Writtenby:RudyardKipling,"Narratedby:EarthaKitt,FreddieJones,JonathanHyde,",2 hrs and 15 mins,05-08-08,English,Not rated yet,410.00
The Drowned Vault,Writtenby:N.D.Wilson,Narratedby:ThomasVincentKelly,12 hrs and 28 mins,11-09-12,English,Not rated yet,"1,206.00"
The Green Ember,Writtenby:S.D.Smith,Narratedby:JoelClarkson,7 hrs and 55 mins,04-02-15,English,4.5 out of 5 stars3 ratings,668.00
The Burning Tide,Writtenby:JonathanAuxier,Narratedby:NicolaBarber,4 hrs and 39 mins,13-09-16,English,5 out of 5 stars1 rating,492.00
My Side of the Mountain,Writtenby:JeanCraigheadGeorge,Narratedby:MichaelCrouch,4 hrs and 36 mins,05-12-17,English,5 out of 5 stars4 ratings,754.00
Magisterium: The Silver Mask,"Writtenby:CassandraClare,HollyBlack",Narratedby:PaulBoehmer,7 hrs and 14 mins,12-10-17,English,5 out of 5 stars4 ratings,683.00
Evie in the Jungle,Writtenby:MattHaig,Narratedby:NataschaMcElhone,1 hr and 7 mins,27-02-20,English,Not rated yet,76.00
Battle for Loot Lake: An Unofficial Fortnite Adventure Novel,Writtenby:DevinHunter,Narratedby:RamondeOcampo,2 hrs and 7 mins,18-09-18,English,5 out of 5 stars2 ratings,585.00
Midnight for Charlie Bone,Writtenby:JennyNimmo,Narratedby:SimonRussellBeale,7 hrs and 9 mins,18-12-15,English,Not rated yet,569.00
Winnie-the-Pooh,Writtenby:A.A.Milne,Narratedby:AlanBennett,1 hr and 5 mins,27-01-09,English,Not rated yet,342.00
Midnight on the Moon,Writtenby:MaryPopeOsborne,Narratedby:MaryPopeOsborne,49 mins,13-12-06,English,Not rated yet,301.00
Erak's Ransom,Writtenby:JohnFlanagan,Narratedby:WilliamZappa,12 hrs and 3 mins,06-04-12,English,Not rated yet,702.00
The Magic Misfits: The Minor Third,Writtenby:NeilPatrickHarris,"Narratedby:NeilPatrickHarris,TreyHall",5 hrs and 18 mins,10-09-19,English,5 out of 5 stars1 rating,664.00
Last Day on Mars,Writtenby:KevinEmerson,Narratedby:KevinT.Collins,7 hrs and 37 mins,20-08-19,English,Not rated yet,586.00
Flight of the Dragon Kyn,Writtenby:SusanFletcher,Narratedby:AngeleMasters,7 hrs and 30 mins,18-10-13,English,Not rated yet,668.00
The Great Turkey Heist,Writtenby:GertrudeChandlerWarner,Narratedby:AimeeLilly,2 hrs and 2 mins,28-08-12,English,Not rated yet,305.00
The Princess in Black and the Science Fair Scare,"Writtenby:ShannonHale,DeanHale",Narratedby:JuliaWhelan,18 mins,25-09-18,English,Not rated yet,352.00
Hurricane Heroes in Texas,Writtenby:MaryPopeOsborne,Narratedby:MaryPopeOsborne,1 hr and 13 mins,07-08-18,English,5 out of 5 stars1 rating,402.00
The Jungle Book,Writtenby:RudyardKipling,Narratedby:TonyRobinson,2 hrs and 40 mins,12-05-10,English,Not rated yet,410.00
Walking Through the Jungle,Writtenby:StellaBlackstone,Narratedby:FredPenner,4 mins,14-02-08,English,Not rated yet,65.00
The Jungle Temple Oracle,Writtenby:MarkCheverton,Narratedby:LukeDaniels,6 hrs and 16 mins,02-06-15,English,Not rated yet,668.00
Attack of the Bayport Beast,Writtenby:FranklinW.Dixon,Narratedby:TimGregory,2 hrs and 38 mins,20-03-17,English,5 out of 5 stars4 ratings,305.00
"The 39 Clues, Book 8: The Emperor's Code",Writtenby:GordonKorman,Narratedby:DavidPittu,4 hrs and 57 mins,06-04-10,English,5 out of 5 stars4 ratings,468.00
City of the Plague God,Writtenby:SarwatChadda,Narratedby:VikasAdam,10 hrs and 23 mins,22-01-21,English,4.5 out of 5 stars5 ratings,930.00
Spirit Animals,Writtenby:MaggieStiefvater,Narratedby:NicolaBarber,5 hrs and 16 mins,01-01-14,English,5 out of 5 stars2 ratings,492.00
The Mystery in the Fortune Cookie,Writtenby:GertrudeChandlerWarner,Narratedby:AimeeLilly,1 hr and 55 mins,30-12-12,English,Not rated yet,305.00
Wild Born,Writtenby:BrandonMull,Narratedby:NicolaBarber,5 hrs and 36 mins,10-09-13,English,4.5 out of 5 stars3 ratings,492.00
Jinxed,Writtenby:AmyMcCulloch,Narratedby:CatherineHo,8 hrs and 43 mins,07-01-20,English,Not rated yet,820.00
Point Blanc,Writtenby:AnthonyHorowitz,Narratedby:OliverChris,5 hrs and 40 mins,30-01-20,English,5 out of 5 stars6 ratings,569.00
A to Z Mysteries: The Invisible Island,Writtenby:RonRoy,Narratedby:DavidPittu,55 mins,12-08-19,English,5 out of 5 stars1 rating,402.00
Cogheart,Writtenby:PeterBunzl,Narratedby:RachaelBeresford,8 hrs and 25 mins,16-09-16,English,Not rated yet,713.00
Crocodile Tears,Writtenby:AnthonyHorowitz,Narratedby:DanStevens,9 hrs and 1 min,30-01-20,English,Not rated yet,645.00
Dinobot-Desaster,Writtenby:JohnSazaklis,Narratedby:JulianMill,1 hr and 25 mins,23-03-21,german,Not rated yet,233.00
Grandpa's Great Escape,Writtenby:DavidWalliams,"Narratedby:DavidWalliams,NitinGanatra,MichaelGambon",5 hrs and 49 mins,24-09-15,English,5 out of 5 stars2 ratings,377.00
"Cahills vs. Vespers, Book 6: Day of Doom",Writtenby:DavidBaldacci,Narratedby:DavidPittu,6 hrs and 23 mins,05-03-13,English,5 out of 5 stars4 ratings,586.00
Soldier Boys,Writtenby:DeanHughes,Narratedby:StephenPlunkett,5 hrs and 26 mins,31-05-16,English,Not rated yet,703.00
The Christmasaurus,Writtenby:TomFletcher,Narratedby:PaulShelley,5 hrs and 38 mins,06-10-16,English,Not rated yet,615.00
Treasure Hunters: Secret of the Forbidden City,Writtenby:JamesPatterson,Narratedby:BryanKennedy,4 hrs and 56 mins,11-09-15,English,Not rated yet,615.00
Ice Dogs,Writtenby:TerryLynnJohnson,Narratedby:DaraRosenberg,4 hrs and 44 mins,01-07-14,English,Not rated yet,501.00
The Smartest Kid in the Universe,Writtenby:ChrisGrabenstein,Narratedby:KirbyHeyborne,5 hrs and 47 mins,01-12-20,English,5 out of 5 stars3 ratings,904.00
Dark Days,Writtenby:JamesPonti,Narratedby:ElizabethKlett,6 hrs and 15 mins,15-06-21,English,Not rated yet,586.00
The Vanishing Game,Writtenby:FranklinW.Dixon,Narratedby:TimGregory,3 hrs and 7 mins,02-11-15,English,5 out of 5 stars6 ratings,305.00
The Ghost in the First Row,Writtenby:GertrudeChandlerWarner,Narratedby:AimeeLilly,1 hr and 29 mins,29-12-13,English,Not rated yet,305.00
Resist,Writtenby:AlanGratz,Narratedby:VanehAssadourian,1 hr and 26 mins,01-09-20,English,Not rated yet,328.00
The Sign in the Smoke,Writtenby:CarolynKeene,Narratedby:JorjeanaMarie,4 hrs and 31 mins,10-05-16,English,4.5 out of 5 stars7 ratings,305.00
Ark Angel,Writtenby:AnthonyHorowitz,Narratedby:OliverChris,8 hrs and 22 mins,30-01-20,English,4.5 out of 5 stars3 ratings,645.00
Minecraft: The End,Writtenby:CatherynneM.Valente,Narratedby:EmilySchaffer,8 hrs and 11 mins,05-12-19,English,4.5 out of 5 stars6 ratings,888.00
Treasure Hunters: Quest for the City of Gold,Writtenby:JamesPatterson,Narratedby:BryanKennedy,5 hrs and 11 mins,25-01-18,English,Not rated yet,615.00
When Did You See Her Last?,Writtenby:LemonySnicket,Narratedby:LiamAiken,4 hrs and 22 mins,18-10-13,English,5 out of 5 stars1 rating,417.00
Ratburger,Writtenby:DavidWalliams,"Narratedby:DavidWalliams,NitinGanatra",3 hrs and 39 mins,19-09-12,English,5 out of 5 stars1 rating,266.00
Against the Tide,Writtenby:TuiT.Sutherland,Narratedby:NicolaBarber,4 hrs and 58 mins,01-10-14,English,4 out of 5 stars1 rating,492.00
The Sage's Secret,Writtenby:Abhinav,Narratedby:GauravMarwa,6 hrs and 46 mins,25-06-19,English,4.5 out of 5 stars2 ratings,754.00
Clifford Takes a Trip,Writtenby:NormanBridwell,Narratedby:StephanieD'Abruzzo,4 mins,08-02-08,English,3.5 out of 5 stars2 ratings,65.00
City of Ghosts,Writtenby:VictoriaSchwab,Narratedby:RebaBuhr,5 hrs and 2 mins,28-08-18,English,4.5 out of 5 stars12 ratings,492.00
"I Survived the Eruption of Mount St. Helens, 1980",Writtenby:LaurenTarshis,Narratedby:SonjaField,1 hr and 33 mins,01-09-16,English,Not rated yet,187.00
Unicorn Academy: Sophia and Rainbow,Writtenby:JulieSykes,Narratedby:KristinAtherton,1 hr and 29 mins,02-04-20,English,4.5 out of 5 stars2 ratings,266.00
The Runaway King,Writtenby:JenniferA.Nielsen,Narratedby:CharlieMcWade,8 hrs and 27 mins,01-03-13,English,Not rated yet,820.00
Escape from Mr. Lemoncello's Library,Writtenby:ChrisGrabenstein,Narratedby:JesseBernstein,6 hrs and 19 mins,07-01-14,English,4.5 out of 5 stars6 ratings,904.00
Toma desfeita,Writtenby:JeffKinney,"Narratedby:ÁngelesGarcíaFigueiras,JoséCarlosGarcíaFigueiras",1 hr and 48 mins,15-07-21,galician,Not rated yet,115.00
Un chaíñas total,Writtenby:JeffKinney,"Narratedby:ÁngelesGarcíaFigueiras,JoséCarlosPoloRodríguez",2 hrs and 10 mins,15-07-21,galician,Not rated yet,115.00
Die Quantastischen,Writtenby:UlrichFasshauer,Narratedby:MontyArnold,1 hr and 8 mins,21-07-21,german,Not rated yet,300.00
Terreur dans la classe de 6e [Terror in the 6th Grade],Writtenby:ÉmilieRivard,Narratedby:MartinGougeon,2 hrs and 25 mins,17-07-21,french,Not rated yet,441.00
Relatos galácticos,Writtenby:JordiSierraiFabra,Narratedby:OscarChamorro,3 hrs and 8 mins,23-07-21,spanish,Not rated yet,230.00
Barbie Spy Squad - Equipo de espías,Writtenby:Mattel,Narratedby:BeatrizOlcina,19 mins,22-07-21,spanish,Not rated yet,38.00
Nicht zu zähmen,Writtenby:JackMegitt-Phillips,Narratedby:MechthildGroßmann,5 hrs and 51 mins,21-07-21,german,Not rated yet,401.00
Andrew Lang: The seven voyages of Sindbad the Sailor,Writtenby:AndrewLang,Narratedby:JürgenFritsche,1 hr and 49 mins,16-07-21,English,Not rated yet,267.00
